FRAUD ALERT | Time ID: 20011.0 | Amount: $1.00 | AI Score: 0.9997
FRAUD ALERT | Time ID: 7535.0 | Amount: $1.00 | AI Score: 0.9992
FRAUD ALERT | Time ID: 7543.0 | Amount: $1.00 | AI Score: 0.9989
FRAUD ALERT | Time ID: 7551.0 | Amount: $1.00 | AI Score: 0.9986
FRAUD ALERT | Time ID: 7610.0 | Amount: $1.00 | AI Score: 0.9974
FRAUD ALERT | Time ID: 7672.0 | Amount: $1.00 | AI Score: 0.9975
FRAUD ALERT | Time ID: 7740.0 | Amount: $1.00 | AI Score: 0.9970
FRAUD ALERT | Time ID: 7891.0 | Amount: $1.00 | AI Score: 0.9953
FRAUD ALERT | Time ID: 8090.0 | Amount: $1.00 | AI Score: 0.9910
FRAUD ALERT | Time ID: 8169.0 | Amount: $1.00 | AI Score: 0.9938
FRAUD ALERT | Time ID: 8408.0 | Amount: $1.00 | AI Score: 0.9937
FRAUD ALERT | Time ID: 8415.0 | Amount: $1.00 | AI Score: 0.9972
FRAUD ALERT | Time ID: 8451.0 | Amount: $1.00 | AI Score: 0.9948
FRAUD ALERT | Time ID: 8528.0 | Amount: $1.00 | AI Score: 0.9976
FRAUD ALERT | Time ID: 8614.0 | Amount: $1.00 | AI Score: 0.9676
FRAUD ALERT | Time ID: 8757.0 | Amount: $1.00 | AI Score: 0.9862
FRAUD ALERT | Time ID: 8808.0 | Amount: $1.10 | AI Score: 0.9224
FRAUD ALERT | Time ID: 8878.0 | Amount: $1.00 | AI Score: 0.9979
FRAUD ALERT | Time ID: 8886.0 | Amount: $1.00 | AI Score: 0.9978
FRAUD ALERT | Time ID: 11080.0 | Amount: $1.00 | AI Score: 0.9844
FRAUD ALERT | Time ID: 11092.0 | Amount: $1.00 | AI Score: 0.9941
FRAUD ALERT | Time ID: 11131.0 | Amount: $1.00 | AI Score: 0.9984
FRAUD ALERT | Time ID: 11629.0 | Amount: $1.00 | AI Score: 0.9943
FRAUD ALERT | Time ID: 11635.0 | Amount: $1.00 | AI Score: 0.9931
FRAUD ALERT | Time ID: 12093.0 | Amount: $0.00 | AI Score: 0.9977
FRAUD ALERT | Time ID: 12095.0 | Amount: $30.39 | AI Score: 0.9938
FRAUD ALERT | Time ID: 12597.0 | Amount: $1.00 | AI Score: 0.9957
FRAUD ALERT | Time ID: 13126.0 | Amount: $1.00 | AI Score: 0.9989
FRAUD ALERT | Time ID: 13323.0 | Amount: $1.00 | AI Score: 0.9963
FRAUD ALERT | Time ID: 14073.0 | Amount: $1.00 | AI Score: 0.9967
FRAUD ALERT | Time ID: 14152.0 | Amount: $1.00 | AI Score: 0.9966
FRAUD ALERT | Time ID: 17187.0 | Amount: $3.79 | AI Score: 0.9004
FRAUD ALERT | Time ID: 17230.0 | Amount: $3.93 | AI Score: 0.7902
FRAUD ALERT | Time ID: 17520.0 | Amount: $1.00 | AI Score: 0.9968
FRAUD ALERT | Time ID: 17838.0 | Amount: $766.36 | AI Score: 1.0000
FRAUD ALERT | Time ID: 18088.0 | Amount: $1218.89 | AI Score: 0.9964
FRAUD ALERT | Time ID: 18399.0 | Amount: $1.00 | AI Score: 0.9991
FRAUD ALERT | Time ID: 18675.0 | Amount: $188.78 | AI Score: 0.9999
FRAUD ALERT | Time ID: 18690.0 | Amount: $1.00 | AI Score: 0.9997
FRAUD ALERT | Time ID: 19762.0 | Amount: $1.00 | AI Score: 0.9998
FRAUD ALERT | Time ID: 20011.0 | Amount: $1.00 | AI Score: 0.9997
FRAUD ALERT | Time ID: 20332.0 | Amount: $1.00 | AI Score: 0.9996
FRAUD ALERT | Time ID: 20451.0 | Amount: $1.00 | AI Score: 0.9994
FRAUD ALERT | Time ID: 20931.0 | Amount: $1.00 | AI Score: 0.9994
FRAUD ALERT | Time ID: 21046.0 | Amount: $1.00 | AI Score: 0.9994
FRAUD ALERT | Time ID: 21419.0 | Amount: $1.00 | AI Score: 0.9994
FRAUD ALERT | Time ID: 21662.0 | Amount: $1.00 | AI Score: 0.9992
FRAUD ALERT | Time ID: 25095.0 | Amount: $3.12 | AI Score: 0.8958
FRAUD ALERT | Time ID: 25231.0 | Amount: $99.99 | AI Score: 0.8643
FRAUD ALERT | Time ID: 25254.0 | Amount: $99.99 | AI Score: 0.8445
FRAUD ALERT | Time ID: 25426.0 | Amount: $3.76 | AI Score: 0.9331
FRAUD ALERT | Time ID: 26523.0 | Amount: $99.99 | AI Score: 0.9689
FRAUD ALERT | Time ID: 26556.0 | Amount: $99.99 | AI Score: 0.9821
FRAUD ALERT | Time ID: 26585.0 | Amount: $99.99 | AI Score: 0.9826
FRAUD ALERT | Time ID: 26833.0 | Amount: $99.99 | AI Score: 0.9833
FRAUD ALERT | Time ID: 26863.0 | Amount: $99.99 | AI Score: 0.9824
FRAUD ALERT | Time ID: 26899.0 | Amount: $99.99 | AI Score: 0.9824
FRAUD ALERT | Time ID: 26931.0 | Amount: $99.99 | AI Score: 0.9853
FRAUD ALERT | Time ID: 26961.0 | Amount: $99.99 | AI Score: 0.9853
FRAUD ALERT | Time ID: 27163.0 | Amount: $99.99 | AI Score: 0.9853
FRAUD ALERT | Time ID: 27187.0 | Amount: $99.99 | AI Score: 0.9865
FRAUD ALERT | Time ID: 27219.0 | Amount: $99.99 | AI Score: 0.9854
FRAUD ALERT | Time ID: 27252.0 | Amount: $99.99 | AI Score: 0.9874
FRAUD ALERT | Time ID: 27524.0 | Amount: $1.00 | AI Score: 0.9398
FRAUD ALERT | Time ID: 27784.0 | Amount: $23.36 | AI Score: 0.9175
FRAUD ALERT | Time ID: 28143.0 | Amount: $99.99 | AI Score: 0.9836
FRAUD ALERT | Time ID: 28242.0 | Amount: $730.86 | AI Score: 0.9271
FRAUD ALERT | Time ID: 28625.0 | Amount: $99.99 | AI Score: 0.9862
FRAUD ALERT | Time ID: 28658.0 | Amount: $99.99 | AI Score: 0.9880
FRAUD ALERT | Time ID: 28692.0 | Amount: $99.99 | AI Score: 0.9857
FRAUD ALERT | Time ID: 28726.0 | Amount: $99.99 | AI Score: 0.9887
FRAUD ALERT | Time ID: 28755.0 | Amount: $99.99 | AI Score: 0.9865
FRAUD ALERT | Time ID: 29526.0 | Amount: $0.68 | AI Score: 0.9274
FRAUD ALERT | Time ID: 29531.0 | Amount: $0.68 | AI Score: 0.9478
FRAUD ALERT | Time ID: 29753.0 | Amount: $0.68 | AI Score: 0.9998
FRAUD ALERT | Time ID: 29785.0 | Amount: $30.30 | AI Score: 0.7965
FRAUD ALERT | Time ID: 30852.0 | Amount: $104.81 | AI Score: 0.9197
FRAUD ALERT | Time ID: 32686.0 | Amount: $0.00 | AI Score: 0.9930
FRAUD ALERT | Time ID: 32745.0 | Amount: $717.15 | AI Score: 0.9696
FRAUD ALERT | Time ID: 34256.0 | Amount: $19.02 | AI Score: 0.9827
FRAUD ALERT | Time ID: 34521.0 | Amount: $1.52 | AI Score: 0.7280
FRAUD ALERT | Time ID: 34634.0 | Amount: $18.96 | AI Score: 0.9995
FRAUD ALERT | Time ID: 34684.0 | Amount: $125.30 | AI Score: 0.9957
FRAUD ALERT | Time ID: 34687.0 | Amount: $19.02 | AI Score: 0.9800
FRAUD ALERT | Time ID: 35585.0 | Amount: $0.76 | AI Score: 0.8306
FRAUD ALERT | Time ID: 35771.0 | Amount: $60.60 | AI Score: 0.9733
FRAUD ALERT | Time ID: 35866.0 | Amount: $7.61 | AI Score: 0.9700
FRAUD ALERT | Time ID: 35899.0 | Amount: $1.00 | AI Score: 0.9596
FRAUD ALERT | Time ID: 35906.0 | Amount: $9.13 | AI Score: 0.9473
FRAUD ALERT | Time ID: 35926.0 | Amount: $4.56 | AI Score: 0.9784
FRAUD ALERT | Time ID: 35942.0 | Amount: $14.46 | AI Score: 0.9770
FRAUD ALERT | Time ID: 35953.0 | Amount: $111.70 | AI Score: 0.9614
FRAUD ALERT | Time ID: 36170.0 | Amount: $111.70 | AI Score: 0.9965
FRAUD ALERT | Time ID: 37167.0 | Amount: $12.31 | AI Score: 0.9409
FRAUD ALERT | Time ID: 39729.0 | Amount: $776.83 | AI Score: 0.9253
FRAUD ALERT | Time ID: 40086.0 | Amount: $1.00 | AI Score: 0.9547
FRAUD ALERT | Time ID: 40662.0 | Amount: $1.00 | AI Score: 0.9993
FRAUD ALERT | Time ID: 40742.0 | Amount: $1.00 | AI Score: 0.9987
FRAUD ALERT | Time ID: 40892.0 | Amount: $0.76 | AI Score: 0.8888
FRAUD ALERT | Time ID: 40918.0 | Amount: $0.76 | AI Score: 0.9996
FRAUD ALERT | Time ID: 40919.0 | Amount: $112.33 | AI Score: 0.9999
FRAUD ALERT | Time ID: 41116.0 | Amount: $3.79 | AI Score: 0.9771
FRAUD ALERT | Time ID: 41138.0 | Amount: $340.11 | AI Score: 0.9983
FRAUD ALERT | Time ID: 41147.0 | Amount: $88.23 | AI Score: 0.9931
FRAUD ALERT | Time ID: 41164.0 | Amount: $5.30 | AI Score: 0.9932
FRAUD ALERT | Time ID: 41170.0 | Amount: $83.38 | AI Score: 0.9985
FRAUD ALERT | Time ID: 41181.0 | Amount: $11.38 | AI Score: 0.9803
FRAUD ALERT | Time ID: 41194.0 | Amount: $1.52 | AI Score: 0.9985
FRAUD ALERT | Time ID: 41203.0 | Amount: $88.23 | AI Score: 0.9984
FRAUD ALERT | Time ID: 41204.0 | Amount: $30.26 | AI Score: 0.9992
FRAUD ALERT | Time ID: 41227.0 | Amount: $459.07 | AI Score: 0.9987
FRAUD ALERT | Time ID: 41233.0 | Amount: $0.00 | AI Score: 0.9991
FRAUD ALERT | Time ID: 41237.0 | Amount: $118.30 | AI Score: 0.9997
FRAUD ALERT | Time ID: 41243.0 | Amount: $45.49 | AI Score: 0.9990
FRAUD ALERT | Time ID: 41273.0 | Amount: $173.07 | AI Score: 0.9984
FRAUD ALERT | Time ID: 41285.0 | Amount: $37.32 | AI Score: 0.9994
FRAUD ALERT | Time ID: 41305.0 | Amount: $59.68 | AI Score: 0.9994
FRAUD ALERT | Time ID: 41308.0 | Amount: $0.76 | AI Score: 0.9998
FRAUD ALERT | Time ID: 41313.0 | Amount: $9.99 | AI Score: 0.9983
FRAUD ALERT | Time ID: 41353.0 | Amount: $34.12 | AI Score: 0.9996
FRAUD ALERT | Time ID: 41397.0 | Amount: $273.01 | AI Score: 0.9998
FRAUD ALERT | Time ID: 41413.0 | Amount: $106.55 | AI Score: 0.9997
FRAUD ALERT | Time ID: 41505.0 | Amount: $364.19 | AI Score: 0.9947
FRAUD ALERT | Time ID: 41582.0 | Amount: $39.45 | AI Score: 0.9954
FRAUD ALERT | Time ID: 41607.0 | Amount: $53.95 | AI Score: 0.9990
FRAUD ALERT | Time ID: 41646.0 | Amount: $172.32 | AI Score: 0.9996
FRAUD ALERT | Time ID: 41743.0 | Amount: $802.52 | AI Score: 0.9840
FRAUD ALERT | Time ID: 41791.0 | Amount: $99.99 | AI Score: 0.9215
FRAUD ALERT | Time ID: 41851.0 | Amount: $139.90 | AI Score: 0.9987
FRAUD ALERT | Time ID: 41870.0 | Amount: $1.00 | AI Score: 0.9954
FRAUD ALERT | Time ID: 41991.0 | Amount: $1.00 | AI Score: 0.9777
FRAUD ALERT | Time ID: 42247.0 | Amount: $1.00 | AI Score: 0.9991
FRAUD ALERT | Time ID: 42474.0 | Amount: $1.00 | AI Score: 0.9997
FRAUD ALERT | Time ID: 76575.0 | Amount: $219.80 | AI Score: 0.9865
FRAUD ALERT | Time ID: 76826.0 | Amount: $254.76 | AI Score: 0.9858
FRAUD ALERT | Time ID: 76845.0 | Amount: $1.00 | AI Score: 0.9402
FRAUD ALERT | Time ID: 76857.0 | Amount: $1.00 | AI Score: 0.9803
FRAUD ALERT | Time ID: 76867.0 | Amount: $1.00 | AI Score: 0.9815
FRAUD ALERT | Time ID: 76876.0 | Amount: $1.00 | AI Score: 0.9387
FRAUD ALERT | Time ID: 77154.0 | Amount: $129.00 | AI Score: 0.8362
FRAUD ALERT | Time ID: 77171.0 | Amount: $1.00 | AI Score: 0.9546
FRAUD ALERT | Time ID: 77182.0 | Amount: $1.00 | AI Score: 0.9921
FRAUD ALERT | Time ID: 77627.0 | Amount: $106.90 | AI Score: 0.9979
FRAUD ALERT | Time ID: 78725.0 | Amount: $60.00 | AI Score: 0.9642
FRAUD ALERT | Time ID: 79540.0 | Amount: $0.20 | AI Score: 0.8258
FRAUD ALERT | Time ID: 43241.0 | Amount: $75.56 | AI Score: 0.8224
FRAUD ALERT | Time ID: 43282.0 | Amount: $10.00 | AI Score: 0.9970
FRAUD ALERT | Time ID: 43283.0 | Amount: $75.00 | AI Score: 0.9884
FRAUD ALERT | Time ID: 43304.0 | Amount: $5.00 | AI Score: 0.9525
FRAUD ALERT | Time ID: 43308.0 | Amount: $9.02 | AI Score: 0.9994
FRAUD ALERT | Time ID: 43311.0 | Amount: $12.31 | AI Score: 0.8935
FRAUD ALERT | Time ID: 43313.0 | Amount: $5.49 | AI Score: 0.9987
FRAUD ALERT | Time ID: 43332.0 | Amount: $93.98 | AI Score: 0.9989
FRAUD ALERT | Time ID: 43367.0 | Amount: $20.38 | AI Score: 0.9821
FRAUD ALERT | Time ID: 43371.0 | Amount: $379.97 | AI Score: 0.9403
FRAUD ALERT | Time ID: 43405.0 | Amount: $0.76 | AI Score: 0.7894
FRAUD ALERT | Time ID: 43408.0 | Amount: $36.00 | AI Score: 0.8939
FRAUD ALERT | Time ID: 43411.0 | Amount: $331.55 | AI Score: 0.7705
FRAUD ALERT | Time ID: 43416.0 | Amount: $12.31 | AI Score: 0.9996
FRAUD ALERT | Time ID: 43433.0 | Amount: $149.29 | AI Score: 0.9034
FRAUD ALERT | Time ID: 43438.0 | Amount: $45.32 | AI Score: 0.7100
FRAUD ALERT | Time ID: 43449.0 | Amount: $12.31 | AI Score: 0.9851
FRAUD ALERT | Time ID: 43450.0 | Amount: $12.99 | AI Score: 0.7333
FRAUD ALERT | Time ID: 43461.0 | Amount: $399.55 | AI Score: 0.7567
FRAUD ALERT | Time ID: 43473.0 | Amount: $4.73 | AI Score: 0.8683
FRAUD ALERT | Time ID: 43503.0 | Amount: $163.80 | AI Score: 0.9772
FRAUD ALERT | Time ID: 43519.0 | Amount: $199.00 | AI Score: 0.9787
FRAUD ALERT | Time ID: 43521.0 | Amount: $103.20 | AI Score: 0.7534
FRAUD ALERT | Time ID: 43531.0 | Amount: $13.86 | AI Score: 0.9911
FRAUD ALERT | Time ID: 43537.0 | Amount: $65.58 | AI Score: 0.9326
FRAUD ALERT | Time ID: 43549.0 | Amount: $531.00 | AI Score: 0.8232
FRAUD ALERT | Time ID: 43564.0 | Amount: $43.39 | AI Score: 0.8358
FRAUD ALERT | Time ID: 43586.0 | Amount: $146.85 | AI Score: 0.7331
FRAUD ALERT | Time ID: 43603.0 | Amount: $131.91 | AI Score: 1.0000
FRAUD ALERT | Time ID: 43615.0 | Amount: $464.32 | AI Score: 0.9056
FRAUD ALERT | Time ID: 43634.0 | Amount: $735.60 | AI Score: 0.8122
FRAUD ALERT | Time ID: 43654.0 | Amount: $84.95 | AI Score: 0.7238
FRAUD ALERT | Time ID: 43665.0 | Amount: $81.49 | AI Score: 1.0000
FRAUD ALERT | Time ID: 43667.0 | Amount: $307.05 | AI Score: 0.8471
FRAUD ALERT | Time ID: 43685.0 | Amount: $19.99 | AI Score: 0.9781
FRAUD ALERT | Time ID: 43692.0 | Amount: $713.00 | AI Score: 1.0000
FRAUD ALERT | Time ID: 43704.0 | Amount: $1.98 | AI Score: 0.9174
FRAUD ALERT | Time ID: 43740.0 | Amount: $62.95 | AI Score: 0.9972
FRAUD ALERT | Time ID: 43741.0 | Amount: $12.14 | AI Score: 0.9081
FRAUD ALERT | Time ID: 43741.0 | Amount: $25.52 | AI Score: 0.7913
FRAUD ALERT | Time ID: 43744.0 | Amount: $465.77 | AI Score: 0.9983
FRAUD ALERT | Time ID: 43744.0 | Amount: $19.65 | AI Score: 0.9901
FRAUD ALERT | Time ID: 43756.0 | Amount: $130.50 | AI Score: 0.7846
FRAUD ALERT | Time ID: 43761.0 | Amount: $95.89 | AI Score: 0.9390
FRAUD ALERT | Time ID: 43789.0 | Amount: $16.72 | AI Score: 0.7743
FRAUD ALERT | Time ID: 43793.0 | Amount: $10.00 | AI Score: 0.9415
FRAUD ALERT | Time ID: 43835.0 | Amount: $124.00 | AI Score: 0.9674
FRAUD ALERT | Time ID: 43839.0 | Amount: $228.15 | AI Score: 0.9979
FRAUD ALERT | Time ID: 43893.0 | Amount: $175.00 | AI Score: 0.8555
FRAUD ALERT | Time ID: 43896.0 | Amount: $2.00 | AI Score: 0.9832
FRAUD ALERT | Time ID: 43905.0 | Amount: $108.77 | AI Score: 0.9995
FRAUD ALERT | Time ID: 43910.0 | Amount: $53.68 | AI Score: 0.9960
FRAUD ALERT | Time ID: 43914.0 | Amount: $89.99 | AI Score: 0.9160
FRAUD ALERT | Time ID: 43915.0 | Amount: $1.52 | AI Score: 0.9923
FRAUD ALERT | Time ID: 43974.0 | Amount: $280.27 | AI Score: 0.9613
FRAUD ALERT | Time ID: 43979.0 | Amount: $49.95 | AI Score: 0.9917
FRAUD ALERT | Time ID: 43982.0 | Amount: $211.00 | AI Score: 0.7027
FRAUD ALERT | Time ID: 43985.0 | Amount: $1.98 | AI Score: 0.9907
FRAUD ALERT | Time ID: 43996.0 | Amount: $663.16 | AI Score: 0.8929
FRAUD ALERT | Time ID: 44001.0 | Amount: $33.85 | AI Score: 0.7150
FRAUD ALERT | Time ID: 44004.0 | Amount: $1047.00 | AI Score: 0.9922
FRAUD ALERT | Time ID: 44009.0 | Amount: $1139.50 | AI Score: 0.9991
FRAUD ALERT | Time ID: 44010.0 | Amount: $174.53 | AI Score: 0.9952
FRAUD ALERT | Time ID: 44015.0 | Amount: $235.77 | AI Score: 0.9964
FRAUD ALERT | Time ID: 44029.0 | Amount: $390.00 | AI Score: 0.8068
FRAUD ALERT | Time ID: 44049.0 | Amount: $171.61 | AI Score: 0.9998
FRAUD ALERT | Time ID: 44052.0 | Amount: $16.99 | AI Score: 0.8771
FRAUD ALERT | Time ID: 44066.0 | Amount: $22.75 | AI Score: 0.9684
FRAUD ALERT | Time ID: 44092.0 | Amount: $220.00 | AI Score: 0.9984
FRAUD ALERT | Time ID: 44093.0 | Amount: $27.72 | AI Score: 0.7522
FRAUD ALERT | Time ID: 44098.0 | Amount: $0.76 | AI Score: 0.8609
FRAUD ALERT | Time ID: 44099.0 | Amount: $329.74 | AI Score: 0.9999
FRAUD ALERT | Time ID: 44102.0 | Amount: $98.84 | AI Score: 0.8212
FRAUD ALERT | Time ID: 44107.0 | Amount: $50.73 | AI Score: 1.0000
FRAUD ALERT | Time ID: 44125.0 | Amount: $3.80 | AI Score: 0.8323
FRAUD ALERT | Time ID: 44126.0 | Amount: $9.99 | AI Score: 0.8390
FRAUD ALERT | Time ID: 44139.0 | Amount: $234.09 | AI Score: 0.9973
FRAUD ALERT | Time ID: 44153.0 | Amount: $12.31 | AI Score: 0.9976
FRAUD ALERT | Time ID: 44154.0 | Amount: $39.20 | AI Score: 0.7418
FRAUD ALERT | Time ID: 44156.0 | Amount: $14.99 | AI Score: 0.9998
FRAUD ALERT | Time ID: 44176.0 | Amount: $381.92 | AI Score: 0.9977
FRAUD ALERT | Time ID: 44181.0 | Amount: $149.12 | AI Score: 0.9999
FRAUD ALERT | Time ID: 44184.0 | Amount: $23.86 | AI Score: 0.9864
FRAUD ALERT | Time ID: 44186.0 | Amount: $8.38 | AI Score: 0.8744
FRAUD ALERT | Time ID: 44193.0 | Amount: $22.44 | AI Score: 0.8987
FRAUD ALERT | Time ID: 44195.0 | Amount: $528.98 | AI Score: 1.0000
FRAUD ALERT | Time ID: 44246.0 | Amount: $366.72 | AI Score: 0.9973
FRAUD ALERT | Time ID: 44247.0 | Amount: $31.65 | AI Score: 0.9473
FRAUD ALERT | Time ID: 44255.0 | Amount: $20.00 | AI Score: 0.9118
FRAUD ALERT | Time ID: 44256.0 | Amount: $399.00 | AI Score: 0.9441
FRAUD ALERT | Time ID: 44267.0 | Amount: $699.64 | AI Score: 0.8780
FRAUD ALERT | Time ID: 44269.0 | Amount: $128.69 | AI Score: 0.9999
FRAUD ALERT | Time ID: 44278.0 | Amount: $14.99 | AI Score: 0.8200
FRAUD ALERT | Time ID: 44296.0 | Amount: $83.30 | AI Score: 0.7160
FRAUD ALERT | Time ID: 44299.0 | Amount: $339.80 | AI Score: 0.9691
FRAUD ALERT | Time ID: 44301.0 | Amount: $800.00 | AI Score: 0.8048
FRAUD ALERT | Time ID: 44305.0 | Amount: $18.08 | AI Score: 0.9411
FRAUD ALERT | Time ID: 44308.0 | Amount: $149.00 | AI Score: 0.7609
FRAUD ALERT | Time ID: 44333.0 | Amount: $10.62 | AI Score: 0.7814
FRAUD ALERT | Time ID: 44334.0 | Amount: $80.09 | AI Score: 0.9784
FRAUD ALERT | Time ID: 44337.0 | Amount: $25.00 | AI Score: 1.0000
FRAUD ALERT | Time ID: 44355.0 | Amount: $86.00 | AI Score: 0.8678
FRAUD ALERT | Time ID: 44360.0 | Amount: $124.00 | AI Score: 0.9428
FRAUD ALERT | Time ID: 44365.0 | Amount: $1.18 | AI Score: 0.9986
FRAUD ALERT | Time ID: 44369.0 | Amount: $446.96 | AI Score: 0.9793
FRAUD ALERT | Time ID: 44372.0 | Amount: $14.99 | AI Score: 0.7860
FRAUD ALERT | Time ID: 44376.0 | Amount: $1.00 | AI Score: 0.9763
FRAUD ALERT | Time ID: 44385.0 | Amount: $251.08 | AI Score: 0.7853
FRAUD ALERT | Time ID: 44390.0 | Amount: $46.49 | AI Score: 0.9520
FRAUD ALERT | Time ID: 44393.0 | Amount: $1.00 | AI Score: 0.9995
FRAUD ALERT | Time ID: 44419.0 | Amount: $344.48 | AI Score: 0.9994
FRAUD ALERT | Time ID: 44423.0 | Amount: $2310.00 | AI Score: 0.7948
FRAUD ALERT | Time ID: 44440.0 | Amount: $1.00 | AI Score: 0.9837
FRAUD ALERT | Time ID: 44456.0 | Amount: $21.66 | AI Score: 0.8504
FRAUD ALERT | Time ID: 44482.0 | Amount: $145.61 | AI Score: 0.9997
FRAUD ALERT | Time ID: 44488.0 | Amount: $450.00 | AI Score: 0.8583
FRAUD ALERT | Time ID: 44499.0 | Amount: $49.00 | AI Score: 0.9997
FRAUD ALERT | Time ID: 44513.0 | Amount: $12.31 | AI Score: 0.9989
FRAUD ALERT | Time ID: 44520.0 | Amount: $116.00 | AI Score: 0.9304
FRAUD ALERT | Time ID: 44520.0 | Amount: $50.00 | AI Score: 0.9993
FRAUD ALERT | Time ID: 44521.0 | Amount: $3000.00 | AI Score: 0.9482
FRAUD ALERT | Time ID: 44523.0 | Amount: $191.14 | AI Score: 1.0000
FRAUD ALERT | Time ID: 44528.0 | Amount: $3.92 | AI Score: 0.9919
FRAUD ALERT | Time ID: 44545.0 | Amount: $841.69 | AI Score: 0.7171
FRAUD ALERT | Time ID: 44547.0 | Amount: $32.81 | AI Score: 0.9147
FRAUD ALERT | Time ID: 44555.0 | Amount: $15.53 | AI Score: 0.8097
FRAUD ALERT | Time ID: 44561.0 | Amount: $125.05 | AI Score: 0.9963
FRAUD ALERT | Time ID: 44574.0 | Amount: $6.44 | AI Score: 0.9204
FRAUD ALERT | Time ID: 44577.0 | Amount: $198.75 | AI Score: 0.7579
FRAUD ALERT | Time ID: 44589.0 | Amount: $33.00 | AI Score: 0.7504
FRAUD ALERT | Time ID: 44599.0 | Amount: $76.34 | AI Score: 0.8683
FRAUD ALERT | Time ID: 44606.0 | Amount: $92.28 | AI Score: 0.7532
FRAUD ALERT | Time ID: 44621.0 | Amount: $27.00 | AI Score: 0.9983
FRAUD ALERT | Time ID: 44624.0 | Amount: $14.99 | AI Score: 0.8669
FRAUD ALERT | Time ID: 44659.0 | Amount: $97.35 | AI Score: 0.9942
FRAUD ALERT | Time ID: 44667.0 | Amount: $7.00 | AI Score: 0.9440
FRAUD ALERT | Time ID: 44667.0 | Amount: $7.00 | AI Score: 0.9440
FRAUD ALERT | Time ID: 44667.0 | Amount: $3.99 | AI Score: 0.9491
FRAUD ALERT | Time ID: 44667.0 | Amount: $3.99 | AI Score: 0.9491
FRAUD ALERT | Time ID: 44671.0 | Amount: $12.89 | AI Score: 0.8962
FRAUD ALERT | Time ID: 44677.0 | Amount: $449.00 | AI Score: 0.8101
FRAUD ALERT | Time ID: 44682.0 | Amount: $366.00 | AI Score: 0.8340
FRAUD ALERT | Time ID: 44688.0 | Amount: $967.34 | AI Score: 0.7798
FRAUD ALERT | Time ID: 44697.0 | Amount: $80.00 | AI Score: 0.7884
FRAUD ALERT | Time ID: 44707.0 | Amount: $55.08 | AI Score: 0.8936
FRAUD ALERT | Time ID: 44720.0 | Amount: $7.99 | AI Score: 0.8324
FRAUD ALERT | Time ID: 44722.0 | Amount: $198.23 | AI Score: 0.9995
FRAUD ALERT | Time ID: 44742.0 | Amount: $112.94 | AI Score: 0.8149
FRAUD ALERT | Time ID: 44744.0 | Amount: $52.50 | AI Score: 0.9999
FRAUD ALERT | Time ID: 44764.0 | Amount: $75.96 | AI Score: 0.8479
FRAUD ALERT | Time ID: 44773.0 | Amount: $500.00 | AI Score: 0.9997
FRAUD ALERT | Time ID: 44781.0 | Amount: $40.00 | AI Score: 0.9684
FRAUD ALERT | Time ID: 44788.0 | Amount: $15.78 | AI Score: 0.7905
FRAUD ALERT | Time ID: 44805.0 | Amount: $1.00 | AI Score: 0.9866
FRAUD ALERT | Time ID: 44810.0 | Amount: $12.31 | AI Score: 0.9966
FRAUD ALERT | Time ID: 44841.0 | Amount: $127.98 | AI Score: 0.9792
FRAUD ALERT | Time ID: 44841.0 | Amount: $43.21 | AI Score: 0.9841
FRAUD ALERT | Time ID: 44852.0 | Amount: $12.31 | AI Score: 0.9989
FRAUD ALERT | Time ID: 44852.0 | Amount: $292.96 | AI Score: 0.7942
FRAUD ALERT | Time ID: 44857.0 | Amount: $74.99 | AI Score: 0.7934
FRAUD ALERT | Time ID: 44863.0 | Amount: $57.75 | AI Score: 0.7591
FRAUD ALERT | Time ID: 44869.0 | Amount: $21.95 | AI Score: 0.9796
FRAUD ALERT | Time ID: 44881.0 | Amount: $316.00 | AI Score: 0.7630
FRAUD ALERT | Time ID: 44881.0 | Amount: $192.44 | AI Score: 0.7132
FRAUD ALERT | Time ID: 44891.0 | Amount: $58.35 | AI Score: 0.9902
FRAUD ALERT | Time ID: 44896.0 | Amount: $501.68 | AI Score: 0.7693
FRAUD ALERT | Time ID: 44903.0 | Amount: $22.73 | AI Score: 0.8231
FRAUD ALERT | Time ID: 44916.0 | Amount: $393.53 | AI Score: 1.0000
FRAUD ALERT | Time ID: 44929.0 | Amount: $41.97 | AI Score: 0.9816
FRAUD ALERT | Time ID: 44977.0 | Amount: $38.59 | AI Score: 0.9907
FRAUD ALERT | Time ID: 44981.0 | Amount: $799.58 | AI Score: 0.9461
FRAUD ALERT | Time ID: 44984.0 | Amount: $108.05 | AI Score: 0.9947
FRAUD ALERT | Time ID: 44989.0 | Amount: $80.44 | AI Score: 0.7085
FRAUD ALERT | Time ID: 44998.0 | Amount: $8.00 | AI Score: 1.0000
FRAUD ALERT | Time ID: 45006.0 | Amount: $451.87 | AI Score: 0.7240
FRAUD ALERT | Time ID: 45024.0 | Amount: $1233.16 | AI Score: 1.0000
FRAUD ALERT | Time ID: 45033.0 | Amount: $107.10 | AI Score: 0.9999
FRAUD ALERT | Time ID: 45068.0 | Amount: $26.68 | AI Score: 0.9804
FRAUD ALERT | Time ID: 45100.0 | Amount: $126.44 | AI Score: 0.7587
FRAUD ALERT | Time ID: 45101.0 | Amount: $4.99 | AI Score: 0.9330
